customer,total_sales,rank
DERA BASSI INDUSTRIAL AREA,6842.05,928
DINANAGAR,6839.0,929
Cochin,6835.0,930
Barabanki,6826.11,931
POTHREDDIPALLE,6800.0,932
VADA,6796.95,933
KHARDAHA,6785.67,934
ALATHUR,6783.0,935
Edappally,6778.0,936
MANDSAUR,6777.0,937
Kakinada,6772.0,938
SHEVGAON,6762.0,939
VINDHYA NAGAR NTPC TOWNSHIP,6759.0,940
THAIKATTUSSERY,6749.0,941
"Ranip,AHMEDABAD",6737.0,942
BALURGHAT,6730.24,943
NURPUR,6729.0,944
WEST NIMAR,6727.21,945
PANVEL,6719.0,946
KHERI,6699.0,947
OZAR,6698.0,948
KOVALAM,6696.0,949
ADOOR,6694.0,950
NAGROTA,6693.45,951
SRIVILLIPUTHUR,6684.0,952
TARIKERE,6683.38,953
KHANNA,6683.04,954
Imphal,6671.0,955
BHADRACHALAM,6665.0,956
Margao,6656.1900000000005,957
KARWI,6655.0,958
MANGALORE,6639.0,959
KHUNTI,6637.0,960
Navsari,6616.08,961
NABADWIP,6613.0,962
JAMMIKUNTA,6596.0,963
KOVILPATTI,6590.24,964
DHARMADOM,6570.29,965
MARKAPUR,6565.76,966
INDIPUR,6560.0,967
Dwarka,6558.0,968
KATHGODAM,6553.32,969
DAHANU,6553.0,970
MANDVI KACHCHH DISTRICT,6547.0,971
Ponda,6530.0,972
"Mahadevapura, Bangalore",6529.0,973
guwahati,6509.0,974
REWARI,6507.0,975
FATEHGARH,6504.0,976
SANQUELIM,6501.0,977
ALONG,6493.05,978
MIRIK,6485.0,979
ARSIKERE,6484.0,980
Belagavi,6481.0,981
KOTHAGUDEM,6480.0,982
Khammam,6477.0,983
Tenkasi,6472.0,984
GONDAL,6455.0,985
Tirupur,6455.0,985
Tiruppur,6449.67,986
MILAK,6407.0,987
Bhiwandi,6402.77,988
LONAVALA,6391.0,989
TIRWAGANJ,6389.0,990
Bhilai,6385.0,991
Greater noida,6374.0,992
indore,6374.0,992
MOONNIYUR,6369.48,993
BHIMTAAL,6368.0,994
SONAMURA,6367.07,995
BAGHPAT,6343.0,996
RAJPURA,6330.0,997
CHOONDAL,6329.15,998
CHIPLUN,6328.0,999
Udupi,6326.0,1000
BALLEPALLE,6322.1,1001
Rahara,6320.0,1002
POLLACHI,6308.0,1003
KANKER,6304.58,1004
DEVARAKONDA,6294.280000000001,1005
MANJERI,6271.0,1006
NEDUMANGAD,6268.95,1007
NAYAGARH,6251.95,1008
VELUR,6249.9,1009
KARIMGANJ,6246.0,1010
HODAL,6242.36,1011
GOKAK,6238.79,1012
Karnal,6227.0,1013
Mananthavady,6224.0,1014
JAISALMER,6220.0,1015
Saharanpur,6216.38,1016
RAYACHOTI,6204.0,1017
Patiala,6202.0,1018
NAUGACHHIA,6198.52,1019
PERNEM,6192.0,1020
KUMARAPURAM,6188.0,1021
METAPALLY,6185.48,1022
JOWAI,6179.29,1023
Darbhanga,6177.0,1024
Kasaragod,6172.0,1025
PONNANI,6163.0,1026
bengaluru,6162.0,1027
JANGAREDDIGUDEM,6152.0,1028
bhubaneswar,6150.0,1029
ULUBERIA,6147.87,1030
AMBEJOGAI,6144.0,1031
Anand,6137.66,1032
Satara,6137.0,1033
LALGANJ,6102.0,1034
ARMUR,6096.86,1035
Rajahmundry,6094.0,1036
Badlapur,6089.0,1037
KODAD,6088.0,1038
Siddipet,6082.0,1039
JHALAWAR,6080.0,1040
Bharuch,6075.0,1041
PILICODE,6068.29,1042
HYDERABAd,6062.0,1043
SARDARSHAHAR,6058.0,1044
DHALIYUR,6052.0,1045
MULBAGAL,6044.0,1046
UTEKHOL,6040.860000000001,1047
BHUNTAR,6040.48,1048
PERUMBAIKAD,6021.14,1049
SHIVPURI,6019.29,1050
KHORDA,5982.0,1051
TANDUR,5973.29,1052
Anantapur,5972.29,1053
MUSSOORIE,5971.67,1054
Ichapur,5964.0,1055
Shivamogga,5962.0,1056
DIGRAS,5961.43,1057
COONOOR,5957.43,1058
tirupathi,5953.0,1059
SUNDARNAGAR,5931.0,1060
SULLURU,5927.0,1061
NOWGONG,5923.0,1062
PURANATTUKARA,5921.0,1063
BARDHAMAN,5918.95,1064
Moradabad,5916.860000000001,1065
SAWANTWADI,5906.14,1066
GURZALA,5900.95,1067
PALLICHAL,5893.0,1068
PATAUDI,5868.0,1069
Tripunithura,5852.85,1070
IROOPARA,5851.0,1071
KARAMADAI,5847.43,1072
Durgapur,5832.62,1073
SIOLIM,5819.67,1074
KADODARA,5817.66,1075
CHINTAMANI,5813.14,1076
Imphal east,5805.0,1077
MAHOBA,5803.71,1078
BERMO,5800.0,1079
GOA VELHA,5799.0,1080
Singrauli,5798.0,1081
NANDURBAR,5795.0,1082
BINA,5787.0,1083
BATALA,5778.0,1084
SIDLAGHATTA,5769.0,1085
dehradun,5766.0,1086
LEH ladakh,5762.0,1087
SURI,5754.0,1088
GOHANA,5737.0,1089
GODDA,5728.0,1090
FERRARGUNJ,5714.0,1091
BAGESHWAR,5708.1,1092
CHITTAURGARH,5706.0,1093
BELGAUM,5694.0,1094
PARDI,5688.0,1095
SAMBHAL,5678.0,1096
NARNAUL,5677.0,1097
Adilabad,5670.0,1098
JUGAULI,5667.0,1099
MANDAPETA,5666.0,1100
BARDOLI,5658.0,1101
KADIRUR,5653.0,1102
BALLARPUR,5639.46,1103
BADDI,5636.1900000000005,1104
BEYPORE,5626.0,1105
Tezpur,5624.0,1106
Thiruvalla,5618.0,1107
Jajpur,5616.0,1108
VARCA,5593.1,1109
CHINCHANI,5587.0,1110
PUTHENCRUZ,5573.14,1111
HANUMANGARH,5570.48,1112
FARIDKOT,5564.0,1113
BELLARY,5563.0,1114
SIDHI,5530.0,1115
MATHIGIRI,5528.0,1116
FIROZABAD,5518.0,1117
NUVEM,5510.48,1118
CHENGAMANAD,5507.0,1119
AYYAMPETTAI THANJAVUR DISTRICT,5496.38,1120
BHATKAL,5479.0,1121
SAHIBGANJ,5476.38,1122
Gwalior,5471.9,1123
ROHA ASHTAMI,5466.0,1124
PINARAYI,5453.0,1125
TANAKPUR,5453.0,1125
VASAI WEST,5439.0,1126
MURAKAMBATTU,5438.73,1127
SUNABEDA,5430.0,1128
GOBICHETTIPALAYAM,5420.0,1129
KHAILAR,5413.0,1130
RAJGIR,5413.0,1130
BUTIBORI,5406.33,1131
Puducherry,5403.0,1132
KHAJURAHO,5402.0,1133
SILWANI,5395.0,1134
BYASANAGAR,5393.0,1135
KODAIKANAL,5387.1900000000005,1136
SANGLI,5380.0,1137
KAVERIPATTINAM,5379.0,1138
Pulivendula,5377.0,1139
Kangra,5365.0,1140
BAMBOLIM,5364.0,1141
Palampur,5357.58,1142
PUNALUR,5349.58,1143
BALODA BAZAR,5348.0,1144
BIHTA PATNA DISTRICT,5329.0,1145
AHMEDNAGAR,5328.52,1146
RAI INDUSTRIAL AREA,5311.0,1147
Mapusa,5309.48,1148
JHUMRI TILAIYA,5309.0,1149
Loni,5308.0,1150
THAZHUTHALA,5304.0,1151
HAVERI,5297.0,1152
BEGOWAL,5293.0,1153
KURUMPILAVU,5289.0,1154
ATTUR,5283.0,1155
Trichur,5276.76,1156
Shahdara,5263.0,1157
patna,5261.0,1158
CHUMUKEDIMA,5259.0,1159
kalyan,5257.0,1160
BHOTA,5256.05,1161
TEZU,5252.43,1162
DUMRAON,5244.0,1163
BHATPARA,5243.0,1164
MADHYAMGRAM,5234.62,1165
CHAKAN,5229.86,1166
USILAMPATTI,5229.0,1167
KOSAMBA,5224.0,1168
Balrampur,5218.0,1169
ALIBAG,5212.67,1170
ATTAYAMPATTI,5211.67,1171
Chengalpattu,5200.0,1172
HAORA,5187.24,1173
KAPADVANJ,5183.0,1174
KALLIASSERI,5174.0,1175
ALDONA,5164.0,1176
HANUMAN JUNCTION,5160.0,1177
Madhyamgram,5152.0,1178
RAU,5149.0,1179
KRISHNANAGAR,5147.38,1180
KUDAL,5147.0,1181
NAIHATI,5144.0,1182
RANIGANJ,5144.0,1182
KALOL GANDHINAGAR DISTRICT,5143.14,1183
Raigarh,5125.0,1184
GUNDLUPET,5124.0,1185
EDDUMAILARAM,5121.0,1186
DHUBRI,5117.0,1187
Dombivali East,5117.0,1187
KUPPAM,5115.0,1188
JAJAPUR,5111.0,1189
Kanekal,5106.0,1190
MURADNAGAR,5101.0,1191
Purnea,5100.0599999999995,1192
DABHOI,5092.0,1193
SILVASSA,5089.0,1194
"Colachal, Kanya Kumari District",5088.0,1195
MUMBAi,5087.0,1196
RAIGANJ,5086.0,1197
NIPANI,5081.0,1198
Ankleshwar,5073.0,1199
Hanamkonda,5065.0,1200
PALIA KALAN,5064.0,1201
NANDED,5063.67,1202
Nallasopara west,5056.0,1203
HANSI,5054.0,1204
BHAVANI,5053.0,1205
Idukki,5053.0,1205
Jamnagar,5044.0,1206
SHIRUR,5042.0,1207
GOPESHWAR,5038.0,1208
KOLAZHY,5034.0,1209
BODINAYAKANUR,5030.0,1210
BHADRESWAR,5025.24,1211
Rampur,5023.86,1212
BHOWALI,5014.0,1213
Addanki,5010.0,1214
MUDIGERE,5007.0,1215
Auraiya,5003.67,1216
SHORANUR,4999.1,1217
Dharwad,4999.0,1218
ELAMPALLOOR,4993.0,1219
"Koyilandy, kozhikode",4992.0,1220
KODUNGALLUR,4991.0,1221
PALUVAI,4991.0,1221
CHODAVARAM,4980.72,1222
Alwar,4978.0,1223
AMRELI,4977.86,1224
Hamirpur,4974.0,1225
BHATAPARA,4968.0,1226
ARERAJ,4963.0,1227
KAMPTEE,4956.14,1228
TAKHATPUR,4954.0,1229
DHAULPUR,4951.0,1230
NAGDA,4950.67,1231
SADASIVPET,4950.14,1232
VIDISHA,4950.0,1233
patiala,4948.0,1234
BHADOHI,4946.0,1235
IGATPURI,4944.360000000001,1236
thrissur,4938.1,1237
TUMAKURU. Phone Number 9686000855,4937.0,1238
NIMBAHERA,4925.0,1239
JANGAON,4907.8099999999995,1240
KADUR,4904.0,1241
VENGURLA,4897.0,1242
SIRKALI,4883.21,1243
Akola,4878.0,1244
CHIKHAL KASA,4874.0,1245
JAMKHANDI,4873.67,1246
KANJIKODE INDUSTRIAL AREA,4869.0,1247
THURAIYUR,4866.0,1248
GUMLA,4862.0,1249
Cooch Behar,4858.0,1250
surat,4858.0,1250
KOZHENCHERY,4857.0,1251
HABRA,4857.0,1251
BISWANATH CHARIALI,4857.0,1251
KHORDHA,4841.0,1252
KARAULI,4838.0,1253
Solapur,4834.0,1254
CHIKHLI,4834.0,1254
MANNARKAD,4832.0,1255
KAMBAM,4830.0,1256
PULGAON,4826.0,1257
TALA,4819.0,1258
ANJUNA,4818.43,1259
AMLA,4809.0,1260
POTTORE,4808.0,1261
PARAMAKUDI,4795.0,1262
KORATTY,4792.0,1263
SONAPUR GAON,4791.0,1264
AMETHI,4781.0,1265
tonk,4780.0,1266
ISLAMPUR,4771.14,1267
TEHRI,4769.0,1268
KESINGA,4764.0,1269
Medchal,4760.0,1270
Soreng,4757.84,1271
CHIRAKKAL,4750.0,1272
IRINJALAKUDA,4743.86,1273
Madhurawada,4743.0,1274
ATMAKUR SRI POTTI SRIRAMULU,4739.0,1275
DAHI,4738.18,1276
CHAKDAHA,4736.0,1277
DIAMOND HARBOUR,4733.0,1278
CHETHIPUZHA,4726.0,1279
PHULABANI,4719.0,1280
Kishangarh,4719.0,1280
Karimnagar,4717.0,1281
Ajmer,4709.0,1282
Malda,4703.0,1283
mughal sarai,4694.0,1284
Tenali,4692.95,1285
ALOK CITY,4688.9,1286
KANAKAPURA,4688.86,1287
SARCARSAMAKULAM,4674.0,1288
Kinnigoli,4673.67,1289
MUMBAI - 400062,4673.62,1290
ATMAKUR,4670.0,1291
MUNNAR,4664.0,1292
SATTUR,4659.0,1293
BAISINGA,4652.0,1294
HUNSUR,4643.48,1295
SONAPUR,4640.0,1296
SUJANPUR,4637.48,1297
MADHEPURA,4633.0,1298
VANIYAMKULAM II,4631.0,1299
WASHIM,4614.0,1300
SASARAM,4611.95,1301
CHANDAULI,4611.0,1302
Sangli,4610.0,1303
Alappuzha,4606.0,1304
NABAGRAM COLONY,4600.0,1305
Haridwar,4600.0,1305
KURSEONG,4597.0,1306
DAPOLI,4596.0,1307
PILLAIARKUPPAM,4592.0,1308
Bikaner,4590.43,1309
Nasik,4589.0,1310
Tirunelveli,4584.0,1311
MAHRAJGANJ MAHRAJGANJ DISTRICT,4583.0,1312
Serampore,4581.0,1313
SHAHBAD,4568.0,1314
VARANGAON,4564.0,1315
NIRMAL,4559.43,1316
Angul,4557.0,1317
MUSIRI,4550.62,1318
KAMRUP,4549.0,1319
NEW BARRACKPUR,4542.0,1320
Rangareddy,4536.0,1321
SIVAGANGA,4534.95,1322
KADIRI,4533.0,1323
Bilaspur,4533.0,1323
noida,4525.0,1324
BID,4520.0,1325
Satna,4511.0,1326
Tinsukia,4503.0,1327
chandigarh,4499.0,1328
shimla,4497.67,1329
JAMUI,4497.0,1330
NANJANGUD,4489.0,1331
KANNAMANGALAM ALAPPUZHA DISTRICT,4476.0,1332
MAJHIHARA,4472.0,1333
Dombivli west,4467.0,1334
Ballia,4464.0,1335
BAIL HONGAL,4456.0,1336
ATTINGAL,4452.0,1337
VADAKKUVALLIYUR,4450.0,1338
JAYGAON,4446.0,1339
BADLAPUR West,4444.0,1340
Mau,4435.0,1341
Badepalle,4435.0,1341
SONBHADRA,4434.0,1342
GAURIBIDANUR,4425.0,1343
PADRAUNA,4422.0,1344
METTUPALAYAM COIMBATORE DISTRICT,4417.83,1345
PIPILI,4417.0,1346
UTTAR LATABARI,4410.0,1347
Karungal,4408.0,1348
BANTWAL,4400.05,1349
Tumkur,4399.0,1350
JHUNJHUNUN,4399.0,1350
gorakhpur,4398.0,1351
TUNDLA KHAM,4391.0,1352
SAMBRA,4382.0,1353
"TENALI, Guntur district",4380.0,1354
RAZOLE,4372.05,1355
MANALMEDU,4369.0,1356
LAKHISARAI,4362.8099999999995,1357
MULKI,4362.0,1358
HINDAUN,4356.0,1359
Burdwan,4353.0,1360
KONDAPI,4351.0,1361
KOIPADY,4342.0,1362
NATHDWARA,4340.0,1363
Kompally,4337.0,1364
JAMALPUR,4335.8099999999995,1365
HINDUPUR,4334.1,1366
rajkot,4330.0,1367
Katra,4328.0,1368
NASVADI chhotaudepur,4326.0,1369
RAJGARH RAJGARH DISTRICT,4322.0,1370
NAWANSHAHR,4321.0,1371
"Ranipet, VELLORE DT",4320.42,1372
HOSDURGA,4320.0,1373
Kurnool,4318.0,1374
KONNAGAR,4318.0,1374
"Chalakudy , Thrissur",4314.0,1375
KHATAULI,4307.0,1376
Bardez,4306.0,1377
ADICHANALLOOR,4301.0,1378
PHUSRO,4299.0,1379
MADHAPAR,4294.0,1380
URAN ISLAMPUR,4292.0,1381
RAGHOGARH,4292.0,1381
PALACODERU,4267.92,1382
BARDEZ,4266.0,1383
PEHOWA,4254.0,1384
BANGARAPET,4248.0,1385
SIVAKASI,4246.0,1386
warangal,4245.12,1387
BODHAN,4241.0,1388
HAILAKANDI,4240.0,1389
ODDANCHATRAM,4238.0,1390
DEVARAPALLI,4231.0,1391
KOIL PALAYAM,4227.0,1392
Liluah,4224.0,1393
KATTAPPANA,4220.48,1394
Junagadh,4219.0,1395
GOALPARA,4217.29,1396
Muzaffarpur,4217.0,1397
VARAM,4216.0,1398
Raebareli,4213.57,1399
Buxar,4212.0,1400
MAHUVA,4211.0,1401
CHERTHALACherthala,4204.62,1402
CHUNAR,4204.0,1403
ZAHIRABAD,4201.33,1404
Theni,4201.0,1405
Leh,4189.38,1406
UDAIPURudipur,4183.0,1407
ROHINI,4182.0,1408
Perumbavoor,4178.29,1409
SIPCOT THOOTHUKUDI,4176.0,1410
Guna,4173.0,1411
KALADHUNGI Haldwani,4167.04,1412
BHANDER,4166.24,1413
HOOGHLY,4159.0,1414
CHOUTUPPAL,4158.0,1415
RASRA,4156.0,1416
KHAIRA BARi,4155.0,1417
KURATTISSERY,4151.0,1418
Narnaul,4147.67,1419
AVANIGADDA,4145.0,1420
PRATHIPADU,4144.0,1421
VASAI west,4141.0,1422
PARVATHIPURAM,4140.0,1423
Kalyan West,4139.0,1424
ARA,4136.0,1425
THIRUVALAM,4135.0,1426
vijayawada,4133.0,1427
VENKETRAIPUR,4130.0,1428
FARAKKA BARRAGE TOWNSHIP,4128.0,1429
UTTAR KUSUM,4128.0,1429
amritsar,4126.0,1430
DASUYA,4126.0,1430
ERUMAIPATTI,4124.76,1431
BADLAPUR east,4120.0,1432
ALLUR,4112.0,1433
UPPALA,4107.0,1434
CHINCHINIM,4096.0,1435
Hazaribagh,4095.0,1436
KOTTUVALLY,4089.0,1437
CHOCKLI,4086.0,1438
ANANTNAG,4079.0,1439
OBRA,4076.0,1440
SIRSHA,4075.0,1441
Karwar,4073.48,1442
THANE WEST,4073.0,1443
BHIMADOLE,4073.0,1443
HONAVAR,4073.0,1443
TARANTARAN,4070.0,1444
THIRUMANGALAM,4047.14,1445
GADCHIROLI,4045.0,1446
CHENDAMANGALAM,4034.0,1447
Sonipat,4031.0,1448
ERANHOLI,4028.0,1449
mangalore,4027.0,1450
VALPOI,4019.0,1451
Etawah,4015.0,1452
BAPATLA,4015.0,1452
AMETHI SULTANPUR DISTRICT,4014.0,1453
PATHANAPURAM,4013.0,1454
CHAMRAIL,4011.3900000000003,1455
ARUPPUKKOTTAI,4007.0,1456
RAISEN,4005.0,1457
PUNJAIPULIAMPATTI,4005.0,1457
JEYPUR,4003.0,1458
WARANGAL URBAN,3988.57,1459
NAGARI,3985.1,1460
HALIYAL,3985.0,1461
VIRUDHACHALAM,3983.0,1462
TALIKKULAM,3982.0,1463
TIRUVETHIPURAM,3980.0,1464
Surendranagar,3979.96,1465
QUILANDY,3978.0,1466
Vazhakkala,3978.0,1466
Elamakkara,3973.0,1467
Murwara Katni,3972.0,1468
Koraput,3960.0,1469
"Vikas Puri, F block",3957.0,1470
VENGATHUR,3956.0,1471
KODINAR,3950.8,1472
ULLIYERI,3950.0,1473
SINDHNUR,3946.0,1474
KATOL,3944.0,1475
Velim,3944.0,1475
BHARTHANA,3943.14,1476
Bhimavaram,3941.0,1477
ALIPORE KOLKATA,3940.0,1478
DOWLESWARAM,3936.0,1479
"Kanchikacherla, krishna district",3932.0,1480
"Kanuvai, coimbatore",3930.0,1481
RAJAMPET,3930.0,1481
BIKRAMGANJ,3929.24,1482
NAMSAI,3928.0,1483
BHANJANAGAR,3927.0,1484
CHELAKKARA,3924.0,1485
BARBIL,3924.0,1485
SASVAD,3921.0,1486
Valanchery,3914.1,1487
PATTAMUNDAI,3913.0,1488
LUNAWADA,3912.84,1489
GUNUPUR,3910.0,1490
KASGANJ,3906.62,1491
VUYYURU,3903.6400000000003,1492
MURSHIDABAD,3901.0,1493
Jalgaon,3901.0,1493
PAVARATTY,3888.95,1494
CALAPOR,3883.0,1495
CHAKRADHARPUR,3883.0,1495
Perinthalmanna,3880.0,1496
ARANI THIRUVALLUR DISTRICT,3879.0,1497
RAIA,3875.38,1498
PERINAD,3875.0,1499
Kanchipuram,3873.0,1500
GAJRAULA,3872.0,1501
PARLAKHEMUNDI,3866.0,1502
BAZPUR,3865.0,1503
BARAGAON,3858.0,1504
MIHIJAM,3849.14,1505
Roorkee,3846.0,1506
PALLIPPURAM THIRUVANANTHAPURAM DISTRICT,3845.0,1507
davangere,3844.0,1508
WALAJAPET,3840.24,1509
SEDAM,3838.0,1510
PARCHUR,3837.24,1511
Dimapur,3832.0,1512
GUMMIDIPOONDI,3831.0,1513
NOHAR,3822.0,1514
Lonavala,3820.0,1515
VILAYAT GIDC,3818.14,1516
KATTANAM,3813.0,1517
TALODA,3812.48,1518
NARSAMPET,3812.0,1519
HINDALCO INDUSTRIES LTD,3810.0,1520
SANASWADI,3806.95,1521
MANDIDEEP,3803.52,1522
JUTOGH,3798.0,1523
VEERAPANDIANPATTINAM,3797.0,1524
Kamareddy,3782.0,1525
KHED,3782.0,1525
AIMANAM,3779.0,1526
ARIYALLUR,3767.0,1527
Kudukkimotta,3766.0,1528
Bhadrak,3764.0,1529
KALAMESHWAR,3763.0,1530
Mancherial,3762.14,1531
PINJORE,3755.76,1532
HUGLI CHINSURAH,3754.0,1533
KOLACHAL,3752.0,1534
BELTANGADI,3751.05,1535
CANDOLIM,3749.0,1536
JAGGAMPETA,3745.0,1537
PERAKAM,3745.0,1537
Dist Thane,3742.0,1538
KATTUR,3738.0,1539
GANGANAGAR,3738.0,1539
KAWARDHA,3736.24,1540
Perumachery,3735.0,1541
KOTTARAKKARA,3733.0,1542
Greater NOIDA,3733.0,1542
KATRA,3732.43,1543
Dist - DIBRUGARH,3730.8599999999997,1544
PARADIP,3729.95,1545
CHAKSU,3729.0,1546
MANUGUR,3722.8900000000003,1547
VENGOLA,3719.0,1548
GORANTLA,3719.0,1548
MARIGAON,3717.0,1549
GADARWARA,3712.0,1550
Bahadurgarh,3711.0,1551
Srikalahasti,3709.0,1552
SANGUEM,3708.0,1553
THIKKODY,3704.0,1554
VIRALIMALAI,3703.0,1555
MUMBAI 400101,3700.0,1556
Kokrajhar,3696.0,1557
DAUSA,3695.0,1558
PONNUR,3692.0,1559
Ramgarh,3690.0,1560
THIRUTHURAIPOONDI,3686.5699999999997,1561
Kodakara,3684.0,1562
DATIA,3683.0,1563
BADNAGAR Jill Ujjain,3682.0,1564
Gaya,3678.0,1565
FATEHPUR,3677.0,1566
PATHANKOT,3669.67,1567
Rajarhat,3669.0,1568
SHIRDI,3667.0,1569
pathankot,3661.0,1570
HIRIYUR,3659.0,1571
MUKERIAN,3658.0,1572
PONDICHERRY,3649.0,1573
Dhenkanal,3647.0,1574
JAMTARA,3646.0,1575
"NUVEM.   ( Do not Ring the door bell, call b4 comg",3645.0,1576
NEW Delhi,3644.0,1577
KANDI,3641.0,1578
YELLANDU,3640.0,1579
KHARIAR,3637.0,1580
MANDI GOVINDGARH,3635.43,1581
PUDUPATTINAM,3630.0,1582
KUNDLI INDUSTRIAL AREA,3627.0,1583
BARSHI,3627.0,1583
ARANI TIRUVANNAMALAI DISTRICT,3625.95,1584
MUSAFIRKHANA,3625.0,1585
CHINNAMPALAYAM,3618.15,1586
Panaji,3614.0,1587
ANDIPATTI JAKKAMPATTI,3614.0,1587
MUDDEBIHAL,3611.25,1588
CHOWWARA,3609.0,1589
BARMER,3607.0,1590
SONEPUR,3604.0,1591
BANKA,3604.0,1591
RAMANAGARA,3603.0,1592
MURUD,3594.0,1593
CHANDPUR,3593.0,1594
NANGAL,3592.0,1595
VADANAPPALLY,3590.0,1596
Chickballapur,3585.57,1597
thane,3582.0,1598
CHEMANCHERI,3581.95,1599
MARAKKANAM,3581.0,1600
DHOLKA,3575.0,1601
BAGRU,3570.0,1602
KOTA Mandal,3570.0,1602
Hubli,3565.0,1603
"Plot no.7,Sector 47,Gurgaon",3564.0,1604
ERODE DISTRICT,3563.3900000000003,1605
RAMNAGAR,3560.0,1606
Dehra H.O,3558.0,1607
PHILLAUR,3557.0,1608
IMPHAL WEST,3553.0,1609
SHAHPUR,3547.0,1610
SELAQUI,3547.0,1610
TISWADI,3543.0,1611
AONLA,3542.1,1612
PERUVALLUR,3539.57,1613
KHATIMA,3539.0,1614
Cumbum,3536.89,1615
SULUR,3536.0,1616
NEEMUCH,3533.0,1617
ADILABAD,3530.0,1618
ASIKA,3528.0,1619
TALASARI,3528.0,1619
HATA,3522.86,1620
EDAPPAL,3522.0,1621
Gautam Buddha Nagar,3520.0,1622
BHACHAU,3520.0,1622
Narayangaon,3519.0,1623
MANTESWAR,3514.0,1624
"VASAI,Palghar",3513.0,1625
DHONE,3510.0,1626
SHAHADA,3506.29,1627
Ahemdabad,3494.0,1628
Sector 22 B,3490.62,1629
MELUR,3489.0,1630
Itanagar,3487.0,1631
JHARIA KHAS,3481.5699999999997,1632
Portblair,3477.95,1633
MORANHAT,3475.95,1634
PHALTAN,3473.86,1635
Cherpu,3468.0,1636
DAUND,3467.9900000000002,1637
ALIGANJ,3467.0,1638
TANGUTUR,3464.0,1639
OLD GOA,3460.0,1640
Ghazipur,3458.36,1641
PAKYONG,3450.0,1642
PANCHLA,3449.0,1643
Ambarnath,3447.0,1644
SAO JOSE DE AREAL,3445.0,1645
SRINIVASPUR,3442.57,1646
KHANAPUR,3435.0,1647
PALASA KASIBUGGA,3431.0,1648
Etah,3428.0,1649
Pratapgarh,3424.86,1650
YSR DISTRICT,3424.0,1651
Holehonnur,3417.0,1652
Anpara,3413.0,1653
VAIJAPUR,3406.0,1654
Bangalore Urban,3404.0,1655
NEBADHAI DUTTAPUKUR,3403.0,1656
VAIKOM,3403.0,1656
Namakkal,3401.0,1657
KANNIYAKUMARI DISTRICT,3401.0,1657
MADDUR,3400.0,1658
LACHHMANGARH,3398.0,1659
DHAMNOD DHAR DISTRICT,3397.0,1660
PADAPPAI,3396.0,1661
SIRUGUPPA,3391.0,1662
NADATHARA,3389.0,1663
VENGARA,3387.0,1664
VASAI West,3385.0,1665
Tadepalli,3380.0,1666
KARIMPUR,3377.0,1667
KALLIYOOR,3376.0,1668
BHUPALPALLE,3374.0,1669
NARSIPATNAM,3367.0,1670
BALOTRA,3364.0,1671
AKHNOOR,3363.19,1672
UDUMBANCHOLA,3363.0,1673
Shyamnagar,3358.0,1674
PRITHVIPUR,3356.0,1675
karwar,3354.0,1676
Panjim,3350.0,1677
KANKAVLI,3344.33,1678
NTPC SIMHADRI TOWNSHIP,3344.0,1679
CHENNAI 600042,3343.0,1680
THENI,3342.0,1681
KAYALPATTINAM,3341.0,1682
ICHCHAPURAM,3339.0,1683
Deoria,3335.0,1684
Korba,3334.0,1685
Pattambi,3334.0,1685
VISHRAMPUR,3334.0,1685
FALAKATA,3327.14,1686
KANKIPADU,3323.0,1687
YENAGUDDE,3322.0,1688
Madhurai uthangudi,3322.0,1688
PERAMBALUR,3321.0,1689
"Iritty,KANNUR",3320.0,1690
TRICHY,3316.76,1691
ULHASNAGAR,3315.0,1692
JHABUA,3313.0,1693
MANGAN,3311.29,1694
CHENNUR,3311.0,1695
Podakkudi,3309.0,1696
KOTTAMKARA,3308.0,1697
Bijnor,3307.0,1698
NATTAKAM,3305.0,1699
CHIMUR,3305.0,1699
MEHMEDABAD,3302.0,1700
SALUR,3296.0,1701
Visakhapatanam,3290.0,1702
Vishakapatnam,3288.0,1703
Kishanganj,3285.0,1704
NARAYANPET,3282.0,1705
TANDA AMBEDKAR NAGAR DISTRICT,3281.0,1706
JAMMALAMADUGU,3278.0,1707
FAZILKA,3274.0,1708
Morbi,3271.0,1709
SOHAWAL,3270.0,1710
Bhayander (Easy),3270.0,1710
Vasind,3267.0,1711
TADIPATRI,3265.0,1712
BILHA,3261.0,1713
Hissar,3255.0,1714
Miramar,3255.0,1714
VINUKONDA,3250.0,1715
MUNDERA BAZAR,3249.0,1716
PUTTAPARTHI,3244.0,1717
SATHYAMANGALAM,3242.0,1718
PIPARIYA,3240.0,1719
NEEM KA THANA,3235.19,1720
haldwani,3234.0,1721
PANTHEERAMKAVU,3232.0,1722
Badvel,3232.0,1722
"SIRKALI, NAGAPATTINUM (DISTRICT)",3231.95,1723
"Vrindavan, mathura",3228.5699999999997,1724
ADBHAR,3228.02,1725
margao,3228.0,1726
BANSBERIA,3228.0,1726
Tirupattur,3225.0,1727
MULAGUMUDU,3222.72,1728
Bangalore Rural,3219.0,1729
CHIKODI,3219.0,1729
AURAIYA,3219.0,1729
GUDALUR COIMBATORE DISTRICT,3218.0,1730
YELAMANCHILI,3217.0,1731
Thiruvallur,3215.5699999999997,1732
BISHUNIPUR,3215.0,1733
KANGAYAMPALAYAM,3213.0,1734
Banswara,3211.0,1735
SHEIKHPURA,3208.38,1736
Thiruchengode,3205.0,1737
